name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
Telesonic Networ...,3.8,(285 Reviews),Public,"Delhi/NCR,Delhi + 33 more",13 years old,5k-10k Employees (India)
CompuCom,4.2,(285 Reviews),Private,"Fort Mill,South Carolina + 3 more",35 years old,1k-5k Employees (India)
Hindusthan Natio...,3.6,(285 Reviews),Public,"Kolkata,West Bengal + 16 more",76 years old,501-1k Employees (India)
Ranbaxy,4.5,(284 Reviews),Public,GURGAON + 52 more,61 years old,10k-50k Employees (India)
Praj Industries,4.1,(284 Reviews),Public,"Pune,Maharashtra + 9 more",39 years old,1k-5k Employees (India)
Lakme,4.4,(284 Reviews),Public,"Mumbai,Maharashtra + 52 more",42 years old,201-500 Employees (India)
National Bulk Ha...,4.2,(284 Reviews),Private,"Mumbai,Maharashtra + 59 more",19 years old,501-1k Employees (India)
Prism Johnson,4.0,(392 Reviews),Public,"Mumbai,Maharashtra + 66 more",30 years old,5k-10k Employees (India)
TEXMO INDUSTRIES,3.8,(298 Reviews),Private,Coimbatore + 27 more,66 years old,501-1k Employees (India)
Zealous Services,3.2,(283 Reviews),Private,"Chennai,Tamil Nadu + 3 more",15 years old,501-1k Employees (India)
Suma Soft,3.9,(283 Reviews),Private,Pune + 4 more,22 years old,501-1k Employees (India)
Naukri,3.3,(283 Reviews),Private,Noida + 47 more,26 years old,1k-5k Employees (India)
Online Legal Ind...,4.9,(283 Reviews),Private,"Kolkata,West Bengal + 1 more",3 years old,501-1k Employees (India)
Bpo Convergence,3.4,(283 Reviews),Private,"Bhubaneswar,Odisha + 16 more",8 years old,1k-5k Employees (India)
Attra Infotech,4.0,(282 Reviews),Private,"Box Hill,Victoria + 6 more",27 years old,1k-5k Employees (India)
TOYOTA INDUSTRIE...,4.2,(282 Reviews),Private,"Kariya,Aichi + 2 more",27 years old,1k-5k Employees (India)
Lohia Group,3.9,(282 Reviews),Public,"Kanpur,Uttar Pradesh + 16 more",46 years old,1k-5k Employees (India)
Toyota,4.3,(1.4k Reviews),Private,"Toyota City,Aichi Prefecture + 65 more",85 years old,5k-10k Employees (India)
Marlabs,3.8,(281 Reviews),Private,"Piscataway,New Jersey + 10 more",26 years old,1k-5k Employees (India)
ABP Group,3.3,(281 Reviews),Private,"Kolkata,West Bengal + 19 more",100 years old,1k-5k Employees (India)
INDIABULLS PHARM...,2.7,(281 Reviews),Private,"Mumbai,Maharashtra + 52 more",6 years old,1k-5k Employees (India)
Vidal Health Tpa,4.2,(281 Reviews),Private,Bangalore + 38 more,12 years old,201-500 Employees (India)
Godrej Industrie...,4.1,(1.8k Reviews),Public,"Mumbai,Maharashtra + 39 more",59 years old,10k-50k Employees (India)
Cargill Business...,4.3,(994 Reviews),"Wayzata,Minnesota + 5 more",7 years old,501-1k Employees (India),
Allegis Group,3.8,(732 Reviews),Private,"Hanover,Maryland + 10 more",39 years old,501-1k Employees (India)
SPAR Hypermarket...,4.2,(280 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 19 more",15 years old,1k-5k Employees (India)
Nvidia,4.2,(280 Reviews),Private,"Santa Clara,California + 4 more",29 years old,1k-5k Employees (India)
Gupta Power Infr...,3.3,(280 Reviews),Private,"Bhubaneswar,Odisha + 29 more",61 years old,501-1k Employees (India)
Onshore Construc...,4.1,(280 Reviews),Private,"Mumbai,Maharashtra + 20 more",27 years old,501-1k Employees (India)
Dhani Healthcare,3.5,(280 Reviews),Gurgaon/Gurugram + 62 more,501-1k Employees (India),,
NU Vista,4.3,(280 Reviews),Public,"Kolkata,West Bengal + 49 more",48 years old,1k-5k Employees (India)
Aditya Birla Min...,4.3,(280 Reviews),Private,Bellandur + 9 more,41 years old,10k-50k Employees (India)
Icon Plc,4.2,(302 Reviews),Dublin + 6 more,32 years old,501-1k Employees (India),
Mahindra Satyam,3.5,(279 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 23 more",35 years old,1 Lakh+ Employees (India)
Alfanar,4.3,(279 Reviews),Private,"Riyadh,Riyadh + 26 more",46 years old,201-500 Employees (India)
OpenText Technol...,4.0,(279 Reviews),Private,"Waterloo,Ontario + 4 more",31 years old,1k-5k Employees (India)
Victora Group,4.0,(279 Reviews),Private,"Faridabad,Haryana + 17 more",31 years old,201-500 Employees (India)
Fidelity Interna...,4.3,(278 Reviews),Private,London + 7 more,53 years old,1k-5k Employees (India)
Iron Mountain In...,4.1,(278 Reviews),Private,"Boston,Massachusetts + 26 more",71 years old,1k-5k Employees (India)
Fedbank Financia...,4.4,(278 Reviews),Private,"Mumbai,Maharashtra + 73 more",12 years old,1k-5k Employees (India)
Central Bank of ...,4.1,(278 Reviews),Public,"Mumbai,Maharashtra + 69 more",111 years old,10k-50k Employees (India)
Bridgestone Indi...,4.2,(278 Reviews),Private,Pune + 30 more,26 years old,501-1k Employees (India)
Qcon,4.3,(278 Reviews),Private,Doha + 19 more,47 years old,5k-10k Employees (India)
Marelli,3.9,(277 Reviews),Private,"Corbetta,Corbetta + 10 more",103 years old,501-1k Employees (India)
Munjal Showa,3.9,(277 Reviews),Public,"Gurgaon/Gurugram,Haryana + 12 more",37 years old,1k-5k Employees (India)
Suprajit Enginee...,3.9,(277 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 23 more",37 years old,501-1k Employees (India)
Pratham Educatio...,4.4,(277 Reviews),Private,"Delhi/NCR,Delhi + 64 more",27 years old,1k-5k Employees (India)
CAMS,3.9,(277 Reviews),Chennai + 33 more,34 years old,5k-10k Employees (India),
Continental,4.2,(1.2k Reviews),Private,Hanover + 34 more,151 years old,5k-10k Employees (India)
HCG Hospital,3.9,(276 Reviews),Public,"Ahmedabad,Gujarat + 26 more",33 years old,1 Lakh+ Employees (India)
Bajaj Capital In...,3.8,(276 Reviews),New Delhi + 82 more,18 years old,1k-5k Employees (India),
Williams Lea Tag,3.8,(275 Reviews),Public,New York + 10 more,202 years old,501-1k Employees (India)
Grand Hyatt,4.3,(275 Reviews),Private,"Chicago,Illinois + 19 more",65 years old,501-1k Employees (India)
Essar Projects I...,4.1,(275 Reviews),Public,Mumbai + 31 more,53 years old,5k-10k Employees (India)
Flatworld Soluti...,3.7,(274 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",16 years old,1k-5k Employees (India)
Kataria Automobi...,3.6,(274 Reviews),Private,"Ahmedabad,Gujarat + 13 more",32 years old,201-500 Employees (India)
Paramount Health...,3.9,(274 Reviews),Private,"Mumbai,Maharashtra + 24 more",20 years old,501-1k Employees (India)
Adani Green Ener...,4.2,(274 Reviews),Private,"Ahmedabad,Gujrat + 35 more",7 years old,1k-5k Employees (India)
F1 Info Solution...,3.8,(274 Reviews),Private,"Mumbai,Maharashtra + 37 more",21 years old,201-500 Employees (India)
Prestige Group,4.0,(274 Reviews),Private,Bengaluru + 19 more,36 years old,1k-5k Employees (India)
Avery Dennison,4.2,(274 Reviews),Private,"Glendale,California + 26 more",27 years old,1k-5k Employees (India)
AccorHotels,4.4,(671 Reviews),Private,Paris + 31 more,55 years old,1k-5k Employees (India)
Autoliv,4.0,(273 Reviews),Private,"Klarabergsviadukten 70,Stockholm + 11 more",69 years old,501-1k Employees (India)
Ryan Internation...,3.8,(273 Reviews),Public,"Mumbai,Maharashtra + 37 more",30 years old,1 Lakh+ Employees (India)
Globant,4.4,(273 Reviews),Private,San Francisco + 4 more,19 years old,501-1k Employees (India)
Cuemath,4.2,(273 Reviews),Private,"Bangalore,Karnataka + 17 more",11 years old,501-1k Employees (India)
Havmor Ice Cream,4.2,(273 Reviews),Private,"Ahmedabad,Gujrat + 44 more",78 years old,501-1k Employees (India)
Deloitte Digital,3.8,(273 Reviews),Private,"New York,New York + 16 more",5 years old,1k-5k Employees (Global)
Diffusion Engine...,4.5,(272 Reviews),Private,"Nagpur,Maharashtra + 28 more",39 years old,201-500 Employees (India)
Vimta Labs,3.7,(272 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 21 more",38 years old,1k-5k Employees (India)
TriGeo Technolog...,3.0,(272 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",26 years old,11-50 Employees (India)
SIS Prosegur Hol...,3.9,(272 Reviews),Private,"Patna,Bihar + 53 more",27 years old,1k-5k Employees (India)
Exxon Mobil,3.6,(277 Reviews),Private,"Irving,Texas + 22 more",23 years old,1k-5k Employees (India)
Aquasub Engineer...,4.1,(271 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",39 years old,5k-10k Employees (India)
Universal Sompo ...,3.7,(271 Reviews),Private,"Mumbai,Maharashtra + 65 more",15 years old,1k-5k Employees (India)
Capri Global Cap...,4.1,(271 Reviews),Public,"Mumbai,Maharashtra + 67 more",25 years old,1k-5k Employees (India)
Teleysia Network...,3.6,(271 Reviews),Private,"Ahmedabad,Gujarat + 26 more",14 years old,201-500 Employees (India)
Hyundai Engineer...,4.3,(271 Reviews),Abu Dhabi + 22 more,501-1k Employees (India),,
Minda Furukawa E...,4.1,(271 Reviews),Private,"Rewari,Haryana + 11 more",15 years old,201-500 Employees (India)
Zee Entertainmen...,4.0,(271 Reviews),Public,Mumbai + 27 more,30 years old,1k-5k Employees (India)
DHL Global Forwa...,4.2,(1.2k Reviews),Private,Bonn + 16 more,207 years old,1k-5k Employees (India)
Rockwell Automat...,4.0,(342 Reviews),Private,"Milwaukee,Wisconsin + 15 more",119 years old,501-1k Employees (India)
Fractal Analytic...,4.2,(271 Reviews),Private,"New York City,New York + 7 more",12 years old,1k-5k Employees (India)
SABIC,4.3,(270 Reviews),Private,Riyadh + 16 more,46 years old,1k-5k Employees (India)
Sulzer,3.9,(270 Reviews),Private,"Winterthur,Winterthur + 13 more",188 years old,501-1k Employees (India)
Kokilaben Dhirub...,3.9,(270 Reviews),Private,"Mumbai,Maharashtra + 10 more",13 years old,1k-5k Employees (India)
Heidelberg Cemen...,4.0,(270 Reviews),Private,"Gurgaon/Gurugram,Haryana + 45 more",16 years old,1k-5k Employees (India)
Wonderla Holiday...,4.7,(270 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 12 more",22 years old,501-1k Employees (India)
Uppcl,4.1,(270 Reviews),Public,"Lucknow,Uttar Pradesh + 62 more",23 years old,10k-50k Employees (India)
Digit Insurance,4.0,(270 Reviews),Private,"Bangalore,Karnataka + 41 more",6 years old,1k-5k Employees (India)
Polaris Consulti...,3.7,(269 Reviews),Private,"Chennai,Tamil Nadu + 15 more",29 years old,1k-5k Employees (India)
DP World,4.1,(269 Reviews),Public,"Dubai,Jebel Ali + 30 more",17 years old,1k-5k Employees (India)
M.J Global,4.5,(269 Reviews),Public,Noida + 6 more,42 years old,201-500 Employees (India)
MAYORA,3.7,(269 Reviews),Private,"Hyderabad,Telangana + 51 more",14 years old,1k-5k Employees (India)
UCAL Fuel System...,4.0,(268 Reviews),Public,"Chennai,Tamil Nadu + 14 more",37 years old,501-1k Employees (India)
iNurture Educati...,3.4,(268 Reviews),Private,"Bangalore,Karnataka + 32 more",17 years old,501-1k Employees (India)
Zoho,4.3,(268 Reviews),Private,Chennai + 10 more,26 years old,10k-50k Employees (India)
Dodla Dairy,4.3,(268 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 37 more",27 years old,1k-5k Employees (India)
UnitedLex,3.7,(268 Reviews),Private,"New York,New York + 2 more",16 years old,501-1k Employees (India)
Evelyn Learning ...,3.9,(268 Reviews),Private,"Delhi/NCR,New Delhi + 9 more",9 years old,501-1k Employees (India)
Prince Pipes & F...,4.2,(268 Reviews),Public,"Mumbai,Maharashtra + 33 more",35 years old,1k-5k Employees (India)
Bharat Biotech I...,3.1,(268 Reviews),Private,Hyderabad + 21 more,26 years old,1k-5k Employees (India)
Vedang Cellular ...,4.2,(268 Reviews),Mumbai + 44 more,12 years old,501-1k Employees (India),
NortonLifeLock's...,4.2,(567 Reviews),Private,"Mountain View,California + 4 more",27 years old,1k-5k Employees (India)
Comviva Technolo...,3.5,(267 Reviews),Private,"Gurgaon,Haryana + 12 more",23 years old,1k-5k Employees (India)
Sudarshan Chemic...,3.6,(267 Reviews),Public,"Pune,Maharashtra + 16 more",71 years old,501-1k Employees (India)
Value Point Syst...,3.7,(267 Reviews),Private,Bangalore + 33 more,31 years old,1k-5k Employees (India)
Tracxn,3.0,(267 Reviews),Private,"Bangalore,Karnataka + 4 more",9 years old,501-1k Employees (India)
Prism Cement,4.0,(267 Reviews),Private,Mumbai + 38 more,25 years old,201-500 Employees (India)
Acadecraft,3.2,(267 Reviews),Private,"Noida,Uttar Pradesh + 9 more",11 years old,201-500 Employees (India)
Varthana,4.6,(267 Reviews),Private,"Bangalore,Karnataka + 49 more",9 years old,501-1k Employees (India)
Kuwait National ...,4.4,(267 Reviews),Public,Al Ahmadi + 15 more,62 years old,51-200 Employees (India)
Amazon Logistics,4.3,(267 Reviews),Hyderabad/Secunderabad + 60 more,1 Lakh+ Employees (India),,
Talentpro,4.1,(266 Reviews),Private,"Chennai,Tamil Nadu + 62 more",22 years old,501-1k Employees (India)
Amri Hospital,4.1,(266 Reviews),Private,"Kolkata,West Bengal + 8 more",26 years old,10k-50k Employees (India)
Emaar MGF,3.9,(265 Reviews),Public,"Delhi/NCR,New Delhi + 13 more",17 years old,501-1k Employees (India)
IFB Industries,3.8,(265 Reviews),Bengaluru/Bangalore + 55 more,10k-50k Employees (India),,
Elecon Engineeri...,4.1,(265 Reviews),Public,Gujrat + 20 more,71 years old,1k-5k Employees (India)
Indofil Industri...,4.4,(265 Reviews),Private,"Mumbai,Maharashtra + 35 more",29 years old,501-1k Employees (India)
PK,3.8,(265 Reviews),Private,"Beaverton,Oregon + 4 more",18 years old,1k-5k Employees (India)
Vaco Binary Sema...,3.8,(265 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",6 years old,501-1k Employees (India)
Allied Blenders ...,4.1,(265 Reviews),Private,"Mumbai,Maharashtra + 51 more",36 years old,501-1k Employees (India)
Portea Medical,3.8,(265 Reviews),Private,"Bangalore,Karnataka + 18 more",9 years old,501-1k Employees (India)
Federal mogul Go...,4.1,(265 Reviews),Public,"Gurgaon/Gurugram,Haryana + 20 more",68 years old,1k-5k Employees (India)
Blue Yonder,4.3,(265 Reviews),Private,"Scottsdale,Arizona + 8 more",37 years old,1k-5k Employees (India)
Allianz Services,4.3,(265 Reviews),Private,"Munich,Bavaria + 3 more",1k-5k Employees (India),
S P Singla Const...,4.0,(265 Reviews),Private,"Panchkula,Haryana + 44 more",26 years old,1k-5k Employees (India)
Reshamandi,4.5,(265 Reviews),Private,"Bangalore,Karnataka + 22 more",2 years old,201-500 Employees (India)
Miles Education ...,4.5,(265 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 13 more",11 years old,201-500 Employees (India)
Ricoh,4.3,(282 Reviews),Public,"Ota City,Tokyo + 41 more",86 years old,1-10 Employees (India)
HRH Next Service...,3.3,(264 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",15 years old,51-200 Employees (India)
Andritz,3.9,(264 Reviews),Private,"Graz,Steiermark + 10 more",26 years old,1k-5k Employees (India)
Kharafi National,4.0,(264 Reviews),Private,Cairo + 16 more,46 years old,201-500 Employees (India)
SAMSUNG C&T,4.2,(264 Reviews),"Suwon-Si,Gyeonggi-Do + 15 more",84 years old,501-1k Employees (India),
Sasken,4.0,(263 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 8 more",33 years old,1k-5k Employees (India)
Delta Electronic...,4.0,(263 Reviews),Private,"Gurgaon/Gurugram,Haryana + 31 more",30 years old,1k-5k Employees (India)
DB Schenker,4.3,(263 Reviews),Private,Essen + 24 more,32 years old,501-1k Employees (India)
Religare Securit...,3.7,(263 Reviews),Private,"Delhi/NCR,Delhi + 64 more",36 years old,1k-5k Employees (India)
Powerweave,3.7,(263 Reviews),Private,"Mumbai,Maharashtra + 3 more",21 years old,501-1k Employees (India)
Prama Hikvision ...,3.4,(263 Reviews),Private,Hangzhou + 35 more,13 years old,201-500 Employees (India)
Nissan,4.1,(267 Reviews),Private,"Yokohama-shi,Kanagawa + 59 more",89 years old,10k-50k Employees (India)
Sandoz,4.4,(262 Reviews),Private,Holzkirchen + 15 more,136 years old,1k-5k Employees (India)
Advantmed,3.7,(262 Reviews),Private,"Santa Ana,California + 4 more",17 years old,501-1k Employees (India)
CRYSTAL CROP PRO...,4.2,(262 Reviews),Public,"Delhi/NCR,New Delhi + 47 more",42 years old,501-1k Employees (India)
Grindwell Norton,4.0,(262 Reviews),Public,"Mumbai,Maharashtra + 25 more",81 years old,1k-5k Employees (India)
Artemis Health I...,4.5,(262 Reviews),Public,"Gurgaon/Gurugram,Haryana + 9 more",15 years old,1k-5k Employees (India)
Christian Medica...,4.3,(262 Reviews),Private,"Vellore,Tamil Nadu + 19 more",122 years old,5k-10k Employees (India)
Vasan Eye Care H...,4.0,(262 Reviews),Private,"Chennai,Tamil Nadu + 62 more",20 years old,5k-10k Employees (India)
Kissht Finance,4.0,(262 Reviews),Private,"Mumbai,Maharashtra + 45 more",7 years old,51-200 Employees (India)
Greenlam Industr...,4.0,(262 Reviews),Public,"Delhi/NCR,Delhi + 39 more",9 years old,1k-5k Employees (India)
Reliance Life Sc...,3.6,(261 Reviews),Private,"Mumbai,Maharashtra + 25 more",21 years old,1k-5k Employees (India)
Bussan Auto Fina...,4.3,(261 Reviews),Private,New Delhi + 42 more,88 years old,201-500 Employees (India)
Systra Consultin...,4.2,(261 Reviews),Private,"Faridabad,Haryana + 23 more",65 years old,1k-5k Employees (India)
Rungta Mines,4.0,(261 Reviews),Public,"Singhbum,Jharkhand + 11 more",60 years old,1k-5k Employees (India)
Spinny,4.2,(261 Reviews),Private,"Gurgaon,Haryana + 23 more",7 years old,1k-5k Employees (India)
Arvato,3.6,(261 Reviews),Private,Gütersloh + 9 more,26 years old,201-500 Employees (India)
McCain Foods,4.4,(261 Reviews),Private,Toronto + 43 more,26 years old,501-1k Employees (India)
Ministry Of Heal...,4.4,(261 Reviews),Public,"Delhi/NCR,Delhi + 37 more",46 years old,1 Lakh+ Employees (India)
Lido Learning,2.1,(261 Reviews),"Mumbai,Maharashtra + 16 more",3 years old,201-500 Employees (India),
JSW Group,3.9,(5.2k Reviews),Private,Mumbai + 45 more,40 years old,50k-1 Lakh Employees (India)
Flamingo Pharmac...,3.3,(260 Reviews),Public,Mumbai + 6 more,37 years old,501-1k Employees (India)
ASG Eye Hospital,3.8,(260 Reviews),Private,Jodhpur + 43 more,17 years old,501-1k Employees (India)
Mars Internation...,4.2,(260 Reviews),Private,McLean + 48 more,28 years old,1k-5k Employees (India)
Silverlink Techn...,4.4,(259 Reviews),Private,"Mumbai,Maharashtra + 13 more",19 years old,201-500 Employees (India)
Eversendai,3.7,(259 Reviews),Private,"Selangor Darul Ehsan,Selangor Darul Ehsan + 12 more",38 years old,201-500 Employees (India)
Guidehouse,4.2,(259 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 7 more",19 years old,501-1k Employees (India)
Agrostar,4.3,(258 Reviews),"Pune,Maharashtra + 21 more",14 years old,1k-5k Employees (India),
Vara United,3.8,(258 Reviews),Private,Mumbai + 30 more,8 years old,1k-5k Employees (India)
IDBI Intech,3.9,(258 Reviews),Private,"Navi Mumbai,Maharashtra + 19 more",22 years old,1k-5k Employees (India)
Agrostar,4.3,(258 Reviews),"Pune,Maharashtra + 21 more",14 years old,1k-5k Employees (India),
Tribhovandas Bhi...,4.1,(258 Reviews),Public,"Mumbai,Maharashtra + 31 more",158 years old,1k-5k Employees (India)
Nlb Services,3.9,(258 Reviews),Private,"Alpharetta,Georgia + 14 more",15 years old,501-1k Employees (India)
McKinsey & Compa...,4.4,(328 Reviews),Private,"New York,New York + 8 more",96 years old,1k-5k Employees (India)
Mazagon Dock,4.2,(257 Reviews),Private,"Mumbai,Maharashtra + 3 more",88 years old,1k-5k Employees (India)
SPML Infra,3.6,(257 Reviews),Public,"Delhi/NCR,Delhi + 37 more",41 years old,501-1k Employees (India)
Practo,3.3,(257 Reviews),Private,"Bangalore,Karnataka + 17 more",14 years old,1k-5k Employees (India)
