name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
BBNL,4.4,(59 Reviews),Public,New Delhi + 31 more,10 years old,1k-5k Employees (India)
ETA General,3.3,(59 Reviews),New Delhi + 17 more,86 years old,201-500 Employees (India),
Sanathan Textile...,4.4,(59 Reviews),Mumbai + 4 more,21 years old,201-500 Employees (India),
Pyramid E Servic...,3.1,(59 Reviews),Private,"New Delhi,Delhi + 10 more",17 years old,11-50 Employees (India)
Sitec Labs,4.1,(59 Reviews),Private,"Navi Mumbai,Maharashtra",22 years old,51-200 Employees (India)
Enlist Managemen...,3.7,(59 Reviews),Chennai + 12 more,18 years old,201-500 Employees (India),
Nutricia,4.3,(59 Reviews),Private,Utrecht + 19 more,126 years old,5k-10k Employees (Global)
Itmantra Techint...,3.1,(59 Reviews),Private,"Mumbai,Maharashtra + 20 more",22 years old,51-200 Employees (Global)
Zeon Lifescience...,3.9,(59 Reviews),Private,"Noida,Uttar Pradesh + 3 more",35 years old,201-500 Employees (India)
B5 Plus,3.1,(59 Reviews),Public,Tema + 3 more,20 years old,1k-5k Employees (India)
D-VoiS Communica...,3.9,(59 Reviews),Private,Bengaluru + 9 more,16 years old,51-200 Employees (India)
Defence Research...,4.3,(59 Reviews),Hyderabad/Secunderabad + 2 more,1k-5k Employees (India),,
K K Construction,3.8,(59 Reviews),Private,Noida + 19 more,31 years old,51-200 Employees (India)
Smartchem Techno...,3.8,(59 Reviews),Public,Pune + 14 more,35 years old,51-200 Employees (India)
TONI&GUY,4.2,(59 Reviews),Private,London + 17 more,59 years old,1-10 Employees (India)
Geometric,3.9,(59 Reviews),Public,"Noida,Uttar Pradesh + 3 more",38 years old,5k-10k Employees (Global)
ABCD,3.8,(59 Reviews),Private,Brooklyn + 20 more,201-500 Employees (India),
3DPLM Software S...,4.1,(59 Reviews),Private,Mumbai + 1 more,21 years old,1k-5k Employees (India)
East African (I)...,3.0,(59 Reviews),Private,Dehradun + 2 more,42 years old,201-500 Employees (India)
Reinforced Earth,3.9,(59 Reviews),Private,Rueil-Malmaison + 8 more,16 years old,201-500 Employees (India)
Cambridge Univer...,4.0,(59 Reviews),Private,Cambridge + 11 more,488 years old,51-200 Employees (India)
LandCraft Develo...,3.9,(59 Reviews),Private,"Ghaziabad,Uttar Pradesh + 1 more",15 years old,51-200 Employees (India)
Accord Software ...,3.6,(59 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",31 years old,201-500 Employees (India)
Amtech Electroni...,3.9,(59 Reviews),Private,Gandhinagar + 5 more,35 years old,201-500 Employees (India)
KSB Tech,4.2,(59 Reviews),Private,Pune + 3 more,17 years old,1k-5k Employees (Global)
Windals Precisio...,4.1,(59 Reviews),Private,Mumbai + 3 more,32 years old,501-1k Employees (Global)
Pune Institute o...,3.9,(59 Reviews),Private,Pune + 5 more,15 years old,201-500 Employees (India)
KTM,3.9,(59 Reviews),Private,Mattighofen + 32 more,69 years old,1k-5k Employees (India)
Danfoss Power So...,4.3,(59 Reviews),Nordborg,51-200 Employees (India),,
Calpion Software...,4.2,(59 Reviews),Private,"Dallas,Texas + 2 more",18 years old,201-500 Employees (India)
Oerlikon Balzers,3.6,(59 Reviews),Pune + 10 more,28 years old,201-500 Employees (India),
HR Food Processi...,3.8,(59 Reviews),Ranchi + 7 more,12 years old,51-200 Employees (India),
Media.net Softwa...,4.1,(59 Reviews),"Dubai,Dubai + 4 more",12 years old,1k-5k Employees (India),
Digikredit Finan...,3.7,(59 Reviews),Private,"Mumbai,Maharashtra + 15 more",8 years old,51-200 Employees (India)
East Wind Footwe...,4.0,(59 Reviews),Cheyyar + 2 more,1k-5k Employees (India),,
MasterSoft ERP S...,3.5,(59 Reviews),Private,"Nagpur,Maharashtra + 4 more",27 years old,51-200 Employees (India)
Powermech Engine...,3.8,(59 Reviews),"Chennai,Tamil Nadu + 16 more",29 years old,1-10 Employees (India),
S & T Engineers ...,3.9,(59 Reviews),Private,"Coimbatore,Tamil Nadu + 10 more",26 years old,501-1k Employees (India)
Rohilkhand Medic...,4.2,(59 Reviews),Private,Bareilly + 4 more,16 years old,201-500 Employees (India)
Haribhakti & Co....,2.4,(59 Reviews),Mumbai + 11 more,201-500 Employees (India),,
OptimHire,4.1,(59 Reviews),"Union City,California + 1 more",4 years old,51-200 Employees (India),
Unschool Learnin...,3.3,(59 Reviews),Private,"Hyderabad,Telangana + 5 more",3 years old,1k-5k Employees (India)
sifars,4.8,(59 Reviews),Private,"Patiala,Punjab",5 years old,11-50 Employees (Global)
Accentuate Busin...,3.7,(59 Reviews),Gurgaon/Gurugram + 9 more,1 Lakh+ Employees (India),,
Curatio Healthca...,4.7,(59 Reviews),Private,Chennai + 12 more,17 years old,201-500 Employees (India)
Oriental Rubber ...,4.2,(59 Reviews),Pune + 1 more,73 years old,201-500 Employees (India),
Acharya Institut...,3.0,(59 Reviews),Private,Bengaluru + 5 more,32 years old,1k-5k Employees (India)
Indutch Composit...,3.9,(59 Reviews),Private,Vadodara + 5 more,12 years old,51-200 Employees (India)
K K Construction,3.8,(59 Reviews),Private,Noida + 19 more,31 years old,51-200 Employees (India)
Smartchem Techno...,3.8,(59 Reviews),Public,Pune + 14 more,35 years old,51-200 Employees (India)
TONI&GUY,4.2,(59 Reviews),Private,London + 17 more,59 years old,1-10 Employees (India)
Oaknorth Bank,2.6,(59 Reviews),Private,"London,England + 1 more",7 years old,51-200 Employees (India)
Vikudha Overseas...,4.7,(59 Reviews),Hong Kong,49 years old,11-50 Employees (India),
D-VoiS Communica...,3.9,(59 Reviews),Private,Bengaluru + 9 more,16 years old,51-200 Employees (India)
Enlist Managemen...,3.7,(59 Reviews),Chennai + 12 more,18 years old,201-500 Employees (India),
Sarthee Consulta...,4.3,(59 Reviews),Private,Ahmedabad + 13 more,19 years old,11-50 Employees (India)
Nutricia,4.3,(59 Reviews),Private,Utrecht + 19 more,126 years old,5k-10k Employees (Global)
Ashtech  INDIA,3.9,(59 Reviews),Private,Mumbai + 8 more,28 years old,51-200 Employees (India)
Wizertech Inform...,4.1,(59 Reviews),Kolkata + 6 more,22 years old,51-200 Employees (India),
Willis Processin...,3.9,(59 Reviews),Private,"Mumbai,Maharashtra + 2 more",30 years old,11-50 Employees (India)
Shri Mahavir fer...,4.4,(59 Reviews),Private,Rourkela + 2 more,26 years old,51-200 Employees (India)
Emmennar Pharma,4.1,(59 Reviews),Hyderabad + 5 more,17 years old,51-200 Employees (India),
Capstone Securit...,4.0,(59 Reviews),Private,"Pune,Maharashtra",18 years old,201-500 Employees (India)
Construction Gro...,3.9,(59 Reviews),Mumbai + 25 more,51-200 Employees (India),,
QUALITY EVALUATI...,3.9,(59 Reviews),Private,Bengaluru + 12 more,37 years old,201-500 Employees (India)
BCITS,4.2,(59 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 17 more",23 years old,51-200 Employees (India)
Presidency Schoo...,3.9,(59 Reviews),Bengaluru + 8 more,46 years old,,
TUV Rheinland Gr...,4.2,(59 Reviews),Cologne + 19 more,150 years old,10k-50k Employees (Global),
Flytxt Mobile So...,3.9,(59 Reviews),Private,Nieuwegein + 4 more,14 years old,201-500 Employees (India)
Pyramid E Servic...,3.1,(59 Reviews),Private,"New Delhi,Delhi + 10 more",17 years old,11-50 Employees (India)
Tbs India Telema...,4.0,(59 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,51-200 Employees (India)
Punjab Kesari,4.0,(59 Reviews),Private,"Delhi/NCR,Delhi + 10 more",57 years old,10k-50k Employees (Global)
Jubilant Motorwo...,4.0,(59 Reviews),Bengaluru + 6 more,13 years old,201-500 Employees (India),
Shotformats Digi...,1.9,(59 Reviews),Private,"Mumbai,Maharashtra + 6 more",15 years old,201-500 Employees (India)
Fragomen Immigra...,4.1,(59 Reviews),Private,New York + 5 more,71 years old,51-200 Employees (India)
TUV Rheinland Gr...,4.2,(59 Reviews),Cologne + 19 more,150 years old,10k-50k Employees (Global),
Danfoss Power So...,4.3,(59 Reviews),Nordborg,51-200 Employees (India),,
Harsha Abakus So...,4.5,(59 Reviews),Ahmedabad + 5 more,12 years old,51-200 Employees (India),
Toyota Boshoku A...,4.4,(59 Reviews),Private,Kariya City + 6 more,103 years old,51-200 Employees (India)
Tbs India Telema...,4.0,(59 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,51-200 Employees (India)
Construction Gro...,3.9,(59 Reviews),Mumbai + 25 more,51-200 Employees (India),,
Icl Fincorp,3.8,(59 Reviews),Private,"Thrissur/Trichur,Kerala + 12 more",23 years old,51-200 Employees (India)
Robo Silicon,4.0,(59 Reviews),Private,Hyderabad + 6 more,23 years old,201-500 Employees (India)
Unschool Learnin...,3.3,(59 Reviews),Private,"Hyderabad,Telangana + 5 more",3 years old,1k-5k Employees (India)
Accentuate Busin...,3.7,(59 Reviews),Gurgaon/Gurugram + 9 more,1 Lakh+ Employees (India),,
sifars,4.8,(59 Reviews),Private,"Patiala,Punjab",5 years old,11-50 Employees (Global)
TVS Sreechakra L...,3.9,(59 Reviews),"Chennai,Tamil Nadu + 14 more",25 years old,1k-5k Employees (Global),
Aditya Birla Ins...,4.3,(59 Reviews),Public,Veraval + 17 more,19 years old,201-500 Employees (India)
Rohilkhand Medic...,4.2,(59 Reviews),Private,Bareilly + 4 more,16 years old,201-500 Employees (India)
OptimHire,4.1,(59 Reviews),"Union City,California + 1 more",4 years old,51-200 Employees (India),
S & T Engineers ...,3.9,(59 Reviews),Private,"Coimbatore,Tamil Nadu + 10 more",26 years old,501-1k Employees (India)
HR Food Processi...,3.8,(59 Reviews),Ranchi + 7 more,12 years old,51-200 Employees (India),
Calpion Software...,4.2,(59 Reviews),Private,"Dallas,Texas + 2 more",18 years old,201-500 Employees (India)
Oerlikon Balzers,3.6,(59 Reviews),Pune + 10 more,28 years old,201-500 Employees (India),
Vikudha Overseas...,4.7,(59 Reviews),Hong Kong,49 years old,11-50 Employees (India),
Media.net Softwa...,4.1,(59 Reviews),"Dubai,Dubai + 4 more",12 years old,1k-5k Employees (India),
Digikredit Finan...,3.7,(59 Reviews),Private,"Mumbai,Maharashtra + 15 more",8 years old,51-200 Employees (India)
Haribhakti & Co....,2.4,(59 Reviews),Mumbai + 11 more,201-500 Employees (India),,
MasterSoft ERP S...,3.5,(59 Reviews),Private,"Nagpur,Maharashtra + 4 more",27 years old,51-200 Employees (India)
HostBooks,3.0,(59 Reviews),Public,"Gurgaon/Gurugram,Haryana",13 years old,51-200 Employees (India)
East Wind Footwe...,4.0,(59 Reviews),Cheyyar + 2 more,1k-5k Employees (India),,
Powermech Engine...,3.8,(59 Reviews),"Chennai,Tamil Nadu + 16 more",29 years old,1-10 Employees (India),
Oaknorth Bank,2.6,(59 Reviews),Private,"London,England + 1 more",7 years old,51-200 Employees (India)
SE2 DIGITAL SERV...,3.6,(59 Reviews),LLP,"Topeka,Kansas",3 years old,51-200 Employees (India)
State Street Ban...,3.8,(1.3k Reviews),Private,Boston + 8 more,230 years old,1 Lakh+ Employees (India)
Apeejay Surrendr...,4.0,(494 Reviews),Private,Kolkata + 11 more,112 years old,10k-50k Employees (India)
Mars,4.3,(324 Reviews),Private,McLean + 14 more,131 years old,1 Lakh+ Employees (Global)
InMobi,4.2,(76 Reviews),Private,"San Francisco,California + 1 more",15 years old,501-1k Employees (India)
Via.com,3.7,(59 Reviews),Private,"New York City,New York + 7 more",17 years old,201-500 Employees (India)
IANT,3.4,(58 Reviews),Private,Vadodara + 23 more,23 years old,1 Lakh+ Employees (India)
Careers360,3.3,(58 Reviews),Private,"Delhi,NCT + 2 more",14 years old,201-500 Employees (India)
AFour Technologi...,3.9,(58 Reviews),Private,Pune,15 years old,201-500 Employees (India)
Zillion Infrapro...,3.7,(58 Reviews),Private,New Delhi + 8 more,47 years old,51-200 Employees (India)
Omega,3.9,(58 Reviews),Private,Sofia + 15 more,1k-5k Employees (India),
Funskool India,4.1,(58 Reviews),Private,Chennai + 9 more,34 years old,201-500 Employees (India)
Medsource Ozone ...,4.0,(58 Reviews),Private,"Faridabad,Haryana + 15 more",19 years old,201-500 Employees (India)
C-Square Info So...,3.8,(58 Reviews),Private,"Bangalore,Karnataka + 6 more",20 years old,51-200 Employees (India)
Enzene Bioscienc...,4.1,(58 Reviews),Private,"Pune,Maharashtra",16 years old,201-500 Employees (India)
Metaminds Softwa...,3.0,(58 Reviews),Private,Hyderabad + 2 more,22 years old,51-200 Employees (India)
BPO Systems,3.7,(58 Reviews),Private,"Walnut Creek,California + 22 more",22 years old,51-200 Employees (Global)
Auditime Informa...,3.6,(58 Reviews),Private,Mumbai + 2 more,23 years old,201-500 Employees (Global)
Zieta Technologi...,3.7,(58 Reviews),Private,"Atlanta,Georgia + 5 more",21 years old,201-500 Employees (India)
Comnet Solutions,3.5,(58 Reviews),Private,"Delhi/NCR,Delhi + 10 more",28 years old,51-200 Employees (India)
Linkedin,4.5,(58 Reviews),Private,"Sunnyvale,California + 2 more",19 years old,1k-5k Employees (India)
Modi Builders & ...,2.5,(58 Reviews),Private,Hyderabad,42 years old,51-200 Employees (India)
DDF Consultants,4.0,(58 Reviews),Private,"New Delhi,Delhi + 12 more",14 years old,201-500 Employees (India)
Atom Technologie...,4.2,(58 Reviews),Public,"Mumbai,Maharashtra + 9 more",16 years old,501-1k Employees (India)
Kirloskar Ebara ...,4.2,(58 Reviews),Public,Pune + 4 more,34 years old,201-500 Employees (India)
Aditya Auto Prod...,4.0,(58 Reviews),Private,Bengaluru + 7 more,26 years old,51-200 Employees (India)
SCON Projects,4.4,(58 Reviews),Private,Pune + 1 more,15 years old,51-200 Employees (India)
KRIBHCO Fertiliz...,4.1,(58 Reviews),Public,Noida + 8 more,27 years old,1-10 Employees (India)
Healthcare Infor...,3.4,(58 Reviews),Private,"Vadodara/Baroda,Gujarat + 4 more",16 years old,201-500 Employees (Global)
Onegene,3.1,(58 Reviews),Chennai + 2 more,,,
Sankei Giken,4.2,(58 Reviews),Tokyo,74 years old,51-200 Employees (India),
Suguna Poultry F...,4.7,(58 Reviews),Coimbatore + 22 more,38 years old,,
VST Motors,4.0,(58 Reviews),Private,Chennai + 9 more,73 years old,1k-5k Employees (India)
Boutique Interna...,3.6,(58 Reviews),Noida + 11 more,39 years old,51-200 Employees (India),
ERA's Lucknow Me...,3.7,(58 Reviews),Private,Lucknow,21 years old,201-500 Employees (India)
Andhra Petrochem...,4.6,(58 Reviews),Public,Tanuku + 1 more,38 years old,501-1k Employees (India)
McGraw-Hill Educ...,3.5,(58 Reviews),Private,"New York,New York + 12 more",3 years old,201-500 Employees (India)
Sankei Giken,4.2,(58 Reviews),Tokyo,74 years old,51-200 Employees (India),
Recaero,3.7,(58 Reviews),Private,Verniolle + 1 more,31 years old,201-500 Employees (Global)
KRIBHCO Fertiliz...,4.1,(58 Reviews),Public,Noida + 8 more,27 years old,1-10 Employees (India)
Gyansys Infotech,3.2,(58 Reviews),Private,Carmel + 3 more,17 years old,201-500 Employees (India)
Onegene,3.1,(58 Reviews),Chennai + 2 more,,,
Pathfinder Educa...,3.0,(58 Reviews),Private,Kolkata + 8 more,32 years old,51-200 Employees (India)
Sacred Heart Sch...,4.5,(58 Reviews),Private,"Yankton,SD (US) + 20 more",51-200 Employees (India),
Healthcare Infor...,3.4,(58 Reviews),Private,"Vadodara/Baroda,Gujarat + 4 more",16 years old,201-500 Employees (Global)
SPEC INDIA,4.5,(58 Reviews),Private,"Ahmedabad,Gujarat + 1 more",35 years old,201-500 Employees (India)
Auditime Informa...,3.6,(58 Reviews),Private,Mumbai + 2 more,23 years old,201-500 Employees (Global)
Modi Builders & ...,2.5,(58 Reviews),Private,Hyderabad,42 years old,51-200 Employees (India)
Comnet Solutions,3.5,(58 Reviews),Private,"Delhi/NCR,Delhi + 10 more",28 years old,51-200 Employees (India)
C-Square Info So...,3.8,(58 Reviews),Private,"Bangalore,Karnataka + 6 more",20 years old,51-200 Employees (India)
Kirloskar Ebara ...,4.2,(58 Reviews),Public,Pune + 4 more,34 years old,201-500 Employees (India)
Verticurl,4.2,(58 Reviews),Private,Singapore + 2 more,16 years old,501-1k Employees (India)
Sikkim Manipal U...,4.0,(58 Reviews),Private,"Gangtok,Sikkim + 11 more",27 years old,201-500 Employees (India)
BPO Systems,3.7,(58 Reviews),Private,"Walnut Creek,California + 22 more",22 years old,51-200 Employees (Global)
GD Goenka Intern...,4.1,(58 Reviews),Surat + 6 more,,,
OCS Services,4.3,(58 Reviews),Private,Dubai + 8 more,38 years old,51-200 Employees (India)
THE Gate Academy,3.9,(58 Reviews),Private,"Bangalore,Karnataka + 12 more",13 years old,1k-5k Employees (India)
SVAM Power Plant...,4.0,(58 Reviews),Private,Faridabad + 7 more,41 years old,51-200 Employees (India)
Born Group,3.7,(58 Reviews),Private,New York + 4 more,11 years old,1k-5k Employees (India)
Aditya Auto Prod...,4.0,(58 Reviews),Private,Bengaluru + 7 more,26 years old,51-200 Employees (India)
SCON Projects,4.4,(58 Reviews),Private,Pune + 1 more,15 years old,51-200 Employees (India)
Anchor Offshore ...,3.5,(58 Reviews),Mumbai + 8 more,39 years old,201-500 Employees (India),
Ducima Analytics,4.9,(58 Reviews),Private,"Chennai,Tamil Nadu + 1 more",6 years old,11-50 Employees (India)
THE Gate Academy,3.9,(58 Reviews),Private,"Bangalore,Karnataka + 12 more",13 years old,1k-5k Employees (India)
Sikkim Manipal U...,4.0,(58 Reviews),Private,"Gangtok,Sikkim + 11 more",27 years old,201-500 Employees (India)
Verticurl,4.2,(58 Reviews),Private,Singapore + 2 more,16 years old,501-1k Employees (India)
Presto Stantest,4.2,(58 Reviews),Faridabad + 5 more,40 years old,51-200 Employees (India),
Hindustan Shipya...,4.4,(58 Reviews),Public,Visakhapatnam + 3 more,81 years old,1k-5k Employees (India)
Gyansys Infotech,3.2,(58 Reviews),Private,Carmel + 3 more,17 years old,201-500 Employees (India)
Bader Al Mulla B...,4.7,(58 Reviews),Private,Kuwait City + 9 more,84 years old,
New Saraswati Ho...,3.9,(58 Reviews),New Delhi + 17 more,72 years old,51-200 Employees (India),
Nestor Pharmaceu...,3.6,(58 Reviews),Public,New Delhi + 6 more,105 years old,51-200 Employees (India)
Kriya It,3.8,(58 Reviews),Private,"Chennai,Tamil Nadu + 4 more",12 years old,1k-5k Employees (India)
Tresor Systems,4.1,(58 Reviews),Private,New Delhi + 10 more,13 years old,51-200 Employees (India)
Gmr Airport Deve...,4.1,(58 Reviews),Private,New Delhi + 4 more,30 years old,5k-10k Employees (India)
Sujan Cooper Sta...,3.8,(58 Reviews),Pune + 5 more,51-200 Employees (India),,
Gopalan Enterpri...,4.1,(58 Reviews),Private,"Bangalore/Bengaluru,Karnataka",38 years old,201-500 Employees (India)
VST Motors,4.0,(58 Reviews),Private,Chennai + 9 more,73 years old,1k-5k Employees (India)
Boutique Interna...,3.6,(58 Reviews),Noida + 11 more,39 years old,51-200 Employees (India),
Citizens Hospita...,4.6,(58 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",10 years old,51-200 Employees (India)
Andhra Petrochem...,4.6,(58 Reviews),Public,Tanuku + 1 more,38 years old,501-1k Employees (India)
ERA's Lucknow Me...,3.7,(58 Reviews),Private,Lucknow,21 years old,201-500 Employees (India)
Surat Goods Tran...,3.8,(58 Reviews),Private,Mumbai + 22 more,59 years old,1k-5k Employees (India)
FortPoint Automo...,2.8,(58 Reviews),Private,Mumbai + 5 more,29 years old,1k-5k Employees (Global)
Post Graduate In...,4.3,(58 Reviews),Private,"Chandigarh,Chandigarh + 4 more",59 years old,10k-50k Employees (India)
Mahatma Gandhi M...,4.1,(58 Reviews),Jaipur + 8 more,22 years old,501-1k Employees (India),
Paras Spices,3.2,(58 Reviews),Gurgaon + 3 more,40 years old,51-200 Employees (India),
Lexus Motors,3.7,(58 Reviews),Private,Kolkata + 5 more,31 years old,501-1k Employees (India)
MSG Global Solut...,3.5,(58 Reviews),Private,"Regensdorf,Zurich + 1 more",14 years old,201-500 Employees (India)
SeedWorks Intern...,4.6,(58 Reviews),Private,"Hyderabad,Telangana + 19 more",24 years old,201-500 Employees (India)
Supreme Petroche...,4.1,(58 Reviews),Public,Mumbai + 2 more,29 years old,201-500 Employees (India)
Ravindu Toyota,3.6,(58 Reviews),Private,Bangalore + 1 more,25 years old,501-1k Employees (India)
Acma Computers,3.6,(58 Reviews),Private,Mumbai + 7 more,30 years old,51-200 Employees (India)
SVAM Power Plant...,4.0,(58 Reviews),Private,Faridabad + 7 more,41 years old,51-200 Employees (India)
TDI Internationa...,3.9,(58 Reviews),Private,"Delhi/NCR,Delhi + 10 more",36 years old,501-1k Employees (India)
Born Group,3.7,(58 Reviews),Private,New York + 4 more,11 years old,1k-5k Employees (India)
Web Spiders,2.8,(58 Reviews),Private,New York + 3 more,22 years old,51-200 Employees (India)
ROCKWOOL,3.7,(58 Reviews),Private,Hyderabad + 3 more,35 years old,51-200 Employees (India)
Schenck Rotec,4.5,(58 Reviews),Private,Darmstadt + 7 more,27 years old,51-200 Employees (India)
Omnex,4.2,(58 Reviews),Private,"Ann Arbor,Michigan + 5 more",26 years old,201-500 Employees (India)
Gia India Labora...,4.0,(58 Reviews),Mumbai + 3 more,91 years old,51-200 Employees (India),
Matrix Media Sol...,4.6,(58 Reviews),Private,"Kolkata,West Bengal + 1 more",19 years old,51-200 Employees (India)
Techno Kart Indi...,3.4,(58 Reviews),Private,Mumbai + 17 more,19 years old,10k-50k Employees (India)
S-cci india,3.8,(58 Reviews),Gurgaon + 5 more,37 years old,201-500 Employees (India),
Indovision Servi...,4.1,(58 Reviews),Private,"Delhi/NCR,Delhi + 11 more",10 years old,11-50 Employees (India)
PMJ Gems & Jewel...,3.1,(58 Reviews),Hyderabad + 7 more,58 years old,51-200 Employees (India),
Apollo Life,4.0,(58 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",14 years old,501-1k Employees (Global)
Kotak Mahindra G...,4.0,(58 Reviews),Public,"Mumbai,Maharashtra + 18 more",7 years old,501-1k Employees (India)
Meditrina Hospit...,3.3,(58 Reviews),Private,"Kollam,Kerala + 10 more",13 years old,51-200 Employees (India)
Sunstar Precisio...,4.2,(58 Reviews),Greater Noida + 3 more,17 years old,,
Shinhan Bank,3.6,(58 Reviews),Public,"Seoul,Jung-gu + 8 more",40 years old,51-200 Employees (India)
Saffron Lifestyl...,4.2,(58 Reviews),Private,Ahmedabad + 10 more,25 years old,51-200 Employees (India)
Ikon Retail,3.7,(58 Reviews),Private,New Delhi + 8 more,16 years old,11-50 Employees (India)
Advocate,4.2,(58 Reviews),Private,Atlanta + 26 more,21 years old,1 Lakh+ Employees (India)
FMI Automotive C...,4.1,(58 Reviews),51-200 Employees (India),,,
Automag India Pv...,4.0,(58 Reviews),Private,Pune + 4 more,37 years old,201-500 Employees (India)
Oil Field Instru...,2.8,(58 Reviews),Mumbai + 7 more,30 years old,501-1k Employees (India),
Sunrise Hospital,4.3,(58 Reviews),Private,"Delhi/NCR,Delhi + 19 more",64 years old,201-500 Employees (Global)
Sac Engine Compo...,3.5,(58 Reviews),Chennai + 2 more,36 years old,501-1k Employees (India),
SKYMAP PHARMACEU...,4.0,(58 Reviews),Faridabad + 2 more,15 years old,51-200 Employees (India),
Rakshit Drugs,3.3,(58 Reviews),Private,Hyderabad + 2 more,22 years old,201-500 Employees (India)
Go Colors,4.5,(58 Reviews),"Chennai,Tamil Nadu + 17 more",12 years old,51-200 Employees (India),
Shrachi Group,3.4,(58 Reviews),Private,Kolkata + 7 more,56 years old,51-200 Employees (India)
Magnaquest Techn...,3.6,(58 Reviews),Private,"Hyderabad,Telangana + 3 more",26 years old,201-500 Employees (India)
Goyal & Co.,4.0,(58 Reviews),Private,Bengaluru + 9 more,51 years old,201-500 Employees (India)
Mantra Technolog...,3.3,(58 Reviews),LLP,"Hyderabad/Secunderabad,Telangana + 1 more",18 years old,201-500 Employees (India)
Steelcase Asia P...,4.1,(58 Reviews),Private,Grand Rapids + 6 more,110 years old,201-500 Employees (India)
Chelsea Mills LL...,3.1,(58 Reviews),LLP,New Delhi + 3 more,44 years old,201-500 Employees (India)
Delux Bearings,4.1,(58 Reviews),Mumbai + 8 more,66 years old,501-1k Employees (India),
Wood PLC,4.1,(58 Reviews),Gurgaon/Gurugram + 6 more,1k-5k Employees (India),,
Private Practice,4.0,(58 Reviews),Chennai + 32 more,1 Lakh+ Employees (India),,
GUS Education,3.3,(58 Reviews),"Hyderabad/Secunderabad,Telangana + 2 more",5 years old,201-500 Employees (India),
Ashima Group,4.1,(58 Reviews),Public,"Ahmedabad,Gujarat + 2 more",40 years old,501-1k Employees (India)
Identifyplus De...,3.8,(58 Reviews),"Gurgaon,Haryana + 23 more",6 years old,,
Sri Sai Power an...,4.0,(58 Reviews),Private,Tiruchirappalli + 8 more,9 years old,11-50 Employees (India)
ACCE GLOBAL SOFT...,3.9,(58 Reviews),Kolkata + 4 more,,,
Tata Docomo,3.8,(58 Reviews),Mumbai + 23 more,26 years old,1k-5k Employees (India),
Herbalife,4.4,(58 Reviews),"Los Angeles,California + 21 more",42 years old,1 Lakh+ Employees (India),
mPokket,3.1,(58 Reviews),"Kolkata,West Bengal",6 years old,501-1k Employees (India),
VHS Consulting,4.1,(58 Reviews),Private,Pleasanton + 6 more,13 years old,11-50 Employees (India)
EC-Mobility,3.9,(58 Reviews),LLP,"Aurangabad,Maharashtra + 1 more",5 years old,201-500 Employees (India)
MediBuddy,3.7,(58 Reviews),"Bangalore,Karnataka + 5 more",9 years old,,
PICKRR TECHNOLOG...,4.2,(58 Reviews),Gurgaon/Gurugram + 4 more,51-200 Employees (India),,
Gujarat Guardian...,3.8,(58 Reviews),"Noida,UP + 7 more",30 years old,201-500 Employees (India),
Rij Engineering,3.7,(58 Reviews),Private,Pune,31 years old,51-200 Employees (India)
FiberHome,3.8,(58 Reviews),Private,Wuhan + 7 more,23 years old,51-200 Employees (India)
CIEL Textile,3.4,(58 Reviews),"Bangalore/Bengaluru,Karnataka + 3 more",15 years old,1k-5k Employees (India),
TSMT Technology ...,3.0,(58 Reviews),Taoyuan,25 years old,201-500 Employees (Global),
Diversey India H...,3.3,(58 Reviews),Mumbai + 13 more,102 years old,1k-5k Employees (India),
Toppan Merrill T...,4.0,(58 Reviews),"New York,New York",201-500 Employees (India),,
Mouser Electroni...,4.4,(58 Reviews),"Mansfield,Texas + 1 more",58 years old,201-500 Employees (India),
Vserv Infosystem...,3.6,(58 Reviews),Noida + 14 more,6 years old,501-1k Employees (India),
Tata Docomo,3.8,(58 Reviews),Mumbai + 23 more,26 years old,1k-5k Employees (India),
Wood PLC,4.1,(58 Reviews),Gurgaon/Gurugram + 6 more,1k-5k Employees (India),,
Airproducts,4.0,(58 Reviews),Public,"Trexlertown,PA + 3 more",82 years old,501-1k Employees (India)
Hirva HR Solutio...,4.8,(226 Reviews),Private,"Surat,Gujarat + 21 more",2 years old,11-50 Employees (Global)
Hansa Cequity,3.4,(132 Reviews),Private,"Bangalore,Karnataka + 3 more",14 years old,201-500 Employees (India)
Swastik Infra-lo...,4.4,(57 Reviews),Private,Mumbai + 9 more,501-1k Employees (India),
Kumon India Educ...,4.3,(57 Reviews),Private,"New Delhi,Delhi + 14 more",18 years old,51-200 Employees (India)
BESCOM,3.8,(57 Reviews),Private,Bengaluru + 4 more,20 years old,5k-10k Employees (Global)
Isha Foundation,4.2,(57 Reviews),"Coimbatore,Tamil Nadu + 6 more",30 years old,11-50 Employees (India),
Lansum Propertie...,4.5,(57 Reviews),LLP,"Hyderabad/Secunderabad,Telangana + 1 more",8 years old,11-50 Employees (India)
AbsolutData,3.5,(57 Reviews),Private,Alameda + 4 more,21 years old,201-500 Employees (India)
